type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed,distance
correct_15,unit_32,1,36-50,Some college (etc.),"50,000 to less than 75,000",Moderate,Republican,Agree,Agree,28.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,21.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,27.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.88,1.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,4.0,https://www.statesman.com/news/20200403/fact-check-does-texas-have-one-of-lowest-coronavirus-death-rates,1.0,435.73,0.0
correct_15,unit_32,1,36-50,Some college (etc.),"50,000 to less than 75,000",Moderate,Republican,Agree,Agree,28.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,21.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,27.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.88,4.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,2.0,https://www.washingtonpost.com/politics/2020/04/07/trumps-claim-that-he-imposed-first-china-ban/,1.0,248.75,1.0
correct_15,unit_78,3,36-50,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,No opinion either way,Agree,48.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,58.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,140.05,1.0,mostly-true_doc5,Says 80 of novel coronavirus cases aremildâ,Chart,9/3/2020,Viral Image,4.0,mostly-true,4.0,https://www.forbes.com/sites/chriswestfall/2020/05/12/new-study-shows-80-percent-decrease-in-covid-19-cases/,1.0,366.56,0.0
correct_15,unit_51,1,19-25,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Independent,Agree,Agree,33.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.12,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,68.09,3.0,mostly-true_doc4,Bill Gates told us about the coronavirus in 2015,Facebook Post,2020-15-03,Facebook Posts,4.0,mostly-true,2.0,https://www.merriam-webster.com/thesaurus/truthfulness,1.0,39.07,2.0
correct_15,unit_51,1,19-25,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Independent,Agree,Agree,33.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.12,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,68.09,6.0,half-true_doc4,Weâve got to give the American public a rough estimate of how long we think this is going to take based mostly on the South Korean model which seems to be the trajectory that we are on thankfully and not the Italian model,Brian Fitzpatrick,2020-23-03,Comments On The Radio,3.0,half-true,4.0,https://en.wikipedia.org/wiki/Truthfulness,1.0,34.27,1.0
correct_15,unit_66,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Independent,Agree,Agree,250.47,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,640.13,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.89,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,10.92,2.0,mostly-true_doc7,Three Chinese nationals were apprehended trying to cross our Southern border illegally Each had flulike symptoms Border Patrol quickly quarantined them and assessed any threat of coronavirus,Charlie Kirk,2020-24-02,Tweet,4.0,mostly-true,5.0,https://www.foxnews.com/politics/hundreds-of-chinese-migrants-detained-at-us-border-amid-coronavirus-tied-travel-ban,1.0,67.22,1.0
correct_15,unit_45,1,26-35,"Postgrad. or professional schooling, no degree","50,000 to less than 75,000",Very conservative,Democrat,Agree,No opinion either way,27.38,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.64,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,30.36,6.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donât have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,5.0,https://www.freerepublic.com/focus/f-chat/3875908/posts,1.0,103.98,1.0
correct_15,unit_86,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,32.45,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.88,1.0,half-true_doc1,Ron Johnson said Americans should go back to work becausedeath is an unavoidable part of lifeï½,Facebook Post,2020-31-03,Facebook Posts,3.0,half-true,5.0,https://mavenroundtable.io/theintellectualist/news/ron-johnson-americans-should-go-back-to-work-death-is-an-cG1Rs0X86kK4KNPYbD1GKg,1.0,34.95,2.0
correct_15,unit_86,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,32.45,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.88,2.0,mostly-true_doc3,2019 coronavirus can live forup to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,Facebook Post,2020-18-03,Facebook Posts,4.0,mostly-true,3.0,https://www.upi.com/Science_News/2020/03/11/Coronavirus-can-live-in-air-for-3-hours-on-surfaces-for-2-3-days/8121583963038/,1.0,35.12,1.0
correct_15,unit_70,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,16.65,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.65,5.0,mostly-true_doc5,Says 80 of novel coronavirus cases aremildâ,Chart,9/3/2020,Viral Image,4.0,mostly-true,5.0,https://www.car.org/en/LogIn?returnUrl=/,2.0,51.78,1.0
correct_15,unit_56,3,19-25,Some college (etc.),"30,000 to less than 40,000",Moderate,Independent,Agree,Agree,26.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.22,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.87,0.0,mostly-true_doc4,Bill Gates told us about the coronavirus in 2015,Facebook Post,2020-15-03,Facebook Posts,4.0,mostly-true,3.0,https://www.marketwatch.com/story/facebook-shouldnt-be-the-arbiter-of-truth-zuckerberg-tells-fox-news-2020-05-27,0.0,,1.0
correct_15,unit_56,3,19-25,Some college (etc.),"30,000 to less than 40,000",Moderate,Independent,Agree,Agree,26.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.22,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.87,6.0,half-true_doc4,Weâve got to give the American public a rough estimate of how long we think this is going to take based mostly on the South Korean model which seems to be the trajectory that we are on thankfully and not the Italian model,Brian Fitzpatrick,2020-23-03,Comments On The Radio,3.0,half-true,2.0,https://www.bloomberg.com/news/articles/2020-08-03/eskom-seeks-to-recover-diverted-funds-from-former-executives,3.0,31.02,1.0
correct_15,unit_8,5,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,18.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.74,1.0,half-true_doc2,North Carolinahospital beds are typically 85 full across the stateâ,Jeff Jackson,2020-19-03,Tweet,3.0,half-true,4.0,https://www.newsbreak.com/news/0OZlqaif/north-carolina-does-but-11-states-dont-track-or-reveal-covid-19-hospitalizations,1.0,147.3,1.0
correct_15,unit_8,5,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,18.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.74,4.0,mostly-true_doc2,Says truck drivers are being turned away from fastfood restaurants during the COVID19 pandemic,Facebook Post,2020-20-03,Facebook Posts,4.0,mostly-true,2.0,https://www.ctvnews.ca/health/coronavirus/5-truck-drivers-share-what-it-s-like-to-haul-critical-supplies-during-a-pandemic-1.4869156,5.0,176.3,2.0
correct_15,unit_54,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,20.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.76,1.0,half-true_doc4,Weâve got to give the American public a rough estimate of how long we think this is going to take based mostly on the South Korean model which seems to be the trajectory that we are on thankfully and not the Italian model,Brian Fitzpatrick,2020-23-03,Comments On The Radio,3.0,half-true,3.0,https://www.theatlantic.com/business/archive/2012/08/americans-want-to-live-in-a-much-more-equal-country-they-just-dont-realize-it/260639/,1.0,130.54,0.0
correct_15,unit_54,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,20.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.76,5.0,mostly-true_doc4,Bill Gates told us about the coronavirus in 2015,Facebook Post,2020-15-03,Facebook Posts,4.0,mostly-true,5.0,https://www.cbsnews.com/news/coronavirus-bill-gates-epidemic-warning-readiness/,1.0,63.45,1.0
correct_15,unit_49,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Republican,Agree,Agree,349.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,32.77,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,134.81,0.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donât have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,2.0,https://www.nytimes.com/2020/07/22/world/coronavirus-covid-19.html,1.0,116.88,2.0
correct_15,unit_52,8,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,30.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,14.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,4.22,5.0,mostly-true_doc4,Bill Gates told us about the coronavirus in 2015,Facebook Post,2020-15-03,Facebook Posts,4.0,mostly-true,5.0,https://www.goodreads.com/quotes/tag/truth,8.0,69.77,1.0
correct_15,unit_52,8,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,30.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,14.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,4.22,7.0,half-true_doc4,Weâve got to give the American public a rough estimate of how long we think this is going to take based mostly on the South Korean model which seems to be the trajectory that we are on thankfully and not the Italian model,Brian Fitzpatrick,2020-23-03,Comments On The Radio,3.0,half-true,4.0,https://www.thesaurus.com/browse/about,8.0,56.36,1.0
correct_15,unit_46,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Liberal,Republican,Agree,Agree,111.39,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,80.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,116.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,94.08,2.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donât have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,4.0,https://www.nytimes.com/interactive/2020/03/17/us/coronavirus-testing-data.html,1.0,264.06,0.0
correct_15,unit_69,1,50-80,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Republican,Agree,Agree,18.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.41,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,6.51,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.58,4.0,mostly-true_doc7,Three Chinese nationals were apprehended trying to cross our Southern border illegally Each had flulike symptoms Border Patrol quickly quarantined them and assessed any threat of coronavirus,Charlie Kirk,2020-24-02,Tweet,4.0,mostly-true,5.0,https://rationalwiki.org/wiki/Charlie_Kirk,1.0,30.13,1.0
correct_15,unit_25,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Very conservative,Democrat,Agree,Agree,23.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.98,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.3,1.0,half-true_doc3,So Oscar Health the company tapped by Trump to profit from covid tests is a Kushner company Imagine that profits over national safety,Facebook Post,2020-15-03,Facebook Posts,3.0,half-true,4.0,https://www.snopes.com/fact-check/trump-profit-hydroxychloroquine/,1.0,42.54,1.0
correct_15,unit_25,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Very conservative,Democrat,Agree,Agree,23.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.98,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.3,2.0,mostly-true_doc9,Says a California surfer wasalone in the oceanâ when he was arrested for violating the stateâs stayathome order,Viral Image,8/4/2020,Viral Image,4.0,mostly-true,4.0,https://www.amazon.com/Alone-Orphaned-Ocean-Richard-Logan/dp/0982000979,1.0,41.18,0.0
correct_15,unit_57,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,35.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,129.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,54.99,2.0,half-true_doc4,Weâve got to give the American public a rough estimate of how long we think this is going to take based mostly on the South Korean model which seems to be the trajectory that we are on thankfully and not the Italian model,Brian Fitzpatrick,2020-23-03,Comments On The Radio,3.0,half-true,3.0,https://theconversation.com/ca/topics/catholics-13996/articles.atom,1.0,411.66,0.0
correct_15,unit_57,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,35.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.26,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,129.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,54.99,6.0,mostly-true_doc4,Bill Gates told us about the coronavirus in 2015,Facebook Post,2020-15-03,Facebook Posts,4.0,mostly-true,4.0,https://www.mercurynews.com/2020/03/25/coronavirus-bill-gates-predicted-pandemic-in-2015/,1.0,159.51,0.0
correct_15,unit_38,1,36-50,High school graduate or GED (etc.),"40,000 to less than 50,000",Conservative,Republican,Agree,Agree,68.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,63.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,34.63,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,59.22,0.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,3.0,https://www.avery.com/,1.0,256.0,1.0
correct_15,unit_38,1,36-50,High school graduate or GED (etc.),"40,000 to less than 50,000",Conservative,Republican,Agree,Agree,68.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,63.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,34.63,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,59.22,2.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,4.0,https://opentextbc.ca/writingforsuccess/chapter/chapter-7-sources-choosing-the-right-ones/,1.0,111.83,1.0
correct_15,unit_92,1,36-50,Some college (etc.),"10,000 to less than 20,000",Conservative,Republican,Agree,Agree,87.96,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,48.28,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,22.78,1.0,half-true_doc10,Nonessential people get to file for unemployment and make two to three times more than normalâ but essential workers still on the job get no pay raise,Facebook Post,1/4/2020,Facebook posts,3.0,half-true,3.0,https://www.brookings.edu/research/covid-19s-essential-workers-deserve-hazard-pay-heres-why-and-how-it-should-work/,1.0,331.61,0.0
correct_15,unit_92,1,36-50,Some college (etc.),"10,000 to less than 20,000",Conservative,Republican,Agree,Agree,87.96,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,48.28,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,22.78,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,TRUE,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,285.23,0.0
correct_15,unit_21,5,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Republican,Disagree,Agree,407.55,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.11,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.45,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,51.35,1.0,half-true_doc3,So Oscar Health the company tapped by Trump to profit from covid tests is a Kushner company Imagine that profits over national safety,Facebook Post,2020-15-03,Facebook Posts,3.0,half-true,2.0,https://www.marketwatch.com/story/facebook-shouldnt-be-the-arbiter-of-truth-zuckerberg-tells-fox-news-2020-05-27,1.0,41.3,1.0
correct_15,unit_21,5,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Republican,Disagree,Agree,407.55,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.11,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.45,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,51.35,6.0,mostly-true_doc9,Says a California surfer wasalone in the oceanâ when he was arrested for violating the stateâs stayathome order,Viral Image,8/4/2020,Viral Image,4.0,mostly-true,2.0,https://checkyourfact.com/2020/06/20/fact-check-maryland-guidelines-celebrating-fourth-july/,5.0,39.86,2.0
correct_15,unit_85,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,41.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,34.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.35,5.0,mostly-true_doc3,2019 coronavirus can live forup to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,Facebook Post,2020-18-03,Facebook Posts,4.0,mostly-true,4.0,https://www.foxnews.com/health/coronavirus-live-plastic-stainless-steel-for-up-to-3-days,1.0,65.75,0.0
correct_15,unit_85,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,41.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,34.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.35,7.0,half-true_doc1,Ron Johnson said Americans should go back to work becausedeath is an unavoidable part of lifeâ,Facebook Post,2020-31-03,Facebook Posts,3.0,half-true,4.0,https://www.usatoday.com/story/news/factcheck/2020/04/01/fact-check-did-wisconsin-sen-ron-johnson-say-u-s-should-return-work/5106477002/,1.0,51.81,1.0
correct_15,unit_90,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Independent,Agree,Agree,26.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,73.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,47.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,58.13,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,TRUE,4.0,https://wikidiff.com/truthful/honest,1.0,75.55,1.0
correct_15,unit_90,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Independent,Agree,Agree,26.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,73.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,47.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,58.13,7.0,half-true_doc10,Nonessential people get to file for unemployment and make two to three times more than normalâ but essential workers still on the job get no pay raise,Facebook Post,1/4/2020,Facebook posts,3.0,half-true,3.0,https://www.merriam-webster.com/thesaurus/statement,1.0,58.89,0.0
correct_15,unit_93,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,30.26,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,12.3,0.0,half-true_doc10,Nonessential people get to file for unemployment and make two to three times more than normalâ but essential workers still on the job get no pay raise,Facebook Post,1/4/2020,Facebook posts,3.0,half-true,3.0,https://www.better.org.uk/,1.0,263.33,0.0
correct_15,unit_93,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,30.26,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,12.3,4.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,TRUE,4.0,https://www.likee.com/,1.0,27.43,1.0
correct_15,unit_87,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,31.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,32.17,4.0,half-true_doc1,Ron Johnson said Americans should go back to work becausedeath is an unavoidable part of lifeâ,Facebook Post,2020-31-03,Facebook Posts,3.0,half-true,3.0,https://www.msn.com/en-us/sports/nfl/ron-johnson-says-coronavirus-must-be-put-into-perspective/ar-BB11Wgm5,1.0,89.24,0.0
correct_15,unit_87,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,31.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,32.17,7.0,mostly-true_doc3,2019 coronavirus can live forup to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,Facebook Post,2020-18-03,Facebook Posts,4.0,mostly-true,5.0,https://www.nejm.org/doi/full/10.1056/NEJMc2004973,1.0,48.28,1.0
