file,type,value,rate
correct_false_all,q_2_marks_value,correct value,0.4
correct_false_all,q_2_marks_value,wrong value,0.6
correct_false_politifact,q_2_marks_value,correct value,0.4642857142857143
correct_false_politifact,q_2_marks_value,wrong value,0.5357142857142857
correct_true_abc,q_2_marks_value,correct value,0.375
correct_true_abc,q_2_marks_value,wrong value,0.625
correct_true_all,q_2_marks_value,correct value,0.33653846153846156
correct_true_all,q_2_marks_value,wrong value,0.6634615384615384
correct_true_politifact,q_2_marks_value,correct value,0.30357142857142855
correct_true_politifact,q_2_marks_value,wrong value,0.6964285714285714
wrong_false_abc,q_2_marks_value,correct value,0.3055555555555556
wrong_false_abc,q_2_marks_value,wrong value,0.6944444444444444
wrong_false_all,q_2_marks_value,correct value,0.22727272727272727
wrong_false_all,q_2_marks_value,wrong value,0.7727272727272727
wrong_false_politifact,q_2_marks_value,correct value,0.13333333333333333
wrong_false_politifact,q_2_marks_value,wrong value,0.8666666666666667
wrong_true_abc,q_2_marks_value,correct value,0.2
wrong_true_abc,q_2_marks_value,wrong value,0.8
wrong_true_all,q_2_marks_value,correct value,0.2222222222222222
wrong_true_all,q_2_marks_value,wrong value,0.7777777777777778
wrong_true_politifact,q_2_marks_value,correct value,0.25
wrong_true_politifact,q_2_marks_value,wrong value,0.75
correct_false_abc,q_3_athletics_value,correct value,0.4074074074074074
correct_false_abc,q_3_athletics_value,wrong value,0.5925925925925926
correct_false_all,q_3_athletics_value,correct value,0.43636363636363634
correct_false_all,q_3_athletics_value,wrong value,0.5636363636363636
correct_false_politifact,q_3_athletics_value,correct value,0.4642857142857143
correct_false_politifact,q_3_athletics_value,wrong value,0.5357142857142857
correct_true_abc,q_3_athletics_value,correct value,0.4791666666666667
correct_true_abc,q_3_athletics_value,wrong value,0.5208333333333334
correct_true_all,q_3_athletics_value,correct value,0.4230769230769231
correct_true_all,q_3_athletics_value,wrong value,0.5769230769230769
correct_true_politifact,q_3_athletics_value,correct value,0.375
correct_true_politifact,q_3_athletics_value,wrong value,0.625
wrong_false_abc,q_3_athletics_value,correct value,0.3611111111111111
wrong_false_abc,q_3_athletics_value,wrong value,0.6388888888888888
wrong_false_all,q_3_athletics_value,correct value,0.3939393939393939
wrong_false_all,q_3_athletics_value,wrong value,0.6060606060606061
wrong_false_politifact,q_3_athletics_value,correct value,0.43333333333333335
wrong_false_politifact,q_3_athletics_value,wrong value,0.5666666666666667
wrong_true_abc,q_3_athletics_value,correct value,0.2
wrong_true_abc,q_3_athletics_value,wrong value,0.8
wrong_true_all,q_3_athletics_value,correct value,0.3333333333333333
wrong_true_all,q_3_athletics_value,wrong value,0.6666666666666666
wrong_true_politifact,q_3_athletics_value,correct value,0.5
wrong_true_politifact,q_3_athletics_value,wrong value,0.5
correct_false_abc,doc_index,0.0,0.14814814814814814
correct_false_abc,doc_index,1.0,0.07407407407407407
correct_false_abc,doc_index,2.0,0.14814814814814814
correct_false_abc,doc_index,8.0,0.18518518518518517
correct_false_abc,doc_index,9.0,0.14814814814814814
correct_false_abc,doc_index,10.0,0.2962962962962963
correct_false_all,doc_index,0.0,0.10909090909090909
correct_false_all,doc_index,1.0,0.05454545454545454
correct_false_all,doc_index,2.0,0.10909090909090909
correct_false_all,doc_index,3.0,0.01818181818181818
correct_false_all,doc_index,4.0,0.10909090909090909
correct_false_all,doc_index,5.0,0.05454545454545454
correct_false_all,doc_index,6.0,0.09090909090909091
correct_false_all,doc_index,7.0,0.09090909090909091
correct_false_all,doc_index,8.0,0.09090909090909091
correct_false_all,doc_index,9.0,0.07272727272727272
correct_false_all,doc_index,10.0,0.2
correct_false_politifact,doc_index,0.0,0.07142857142857142
correct_false_politifact,doc_index,1.0,0.03571428571428571
correct_false_politifact,doc_index,2.0,0.07142857142857142
correct_false_politifact,doc_index,3.0,0.03571428571428571
correct_false_politifact,doc_index,4.0,0.21428571428571427
correct_false_politifact,doc_index,5.0,0.10714285714285714
correct_false_politifact,doc_index,6.0,0.17857142857142858
correct_false_politifact,doc_index,7.0,0.17857142857142858
correct_false_politifact,doc_index,10.0,0.10714285714285714
correct_true_abc,doc_index,0.0,0.041666666666666664
correct_true_abc,doc_index,1.0,0.10416666666666667
correct_true_abc,doc_index,2.0,0.16666666666666666
correct_true_abc,doc_index,8.0,0.2916666666666667
correct_true_abc,doc_index,9.0,0.25
correct_true_abc,doc_index,10.0,0.14583333333333334
correct_true_all,doc_index,0.0,0.038461538461538464
correct_true_all,doc_index,1.0,0.11538461538461539
correct_true_all,doc_index,2.0,0.10576923076923077
correct_true_all,doc_index,3.0,0.0673076923076923
correct_true_all,doc_index,4.0,0.04807692307692308
correct_true_all,doc_index,5.0,0.09615384615384616
correct_true_all,doc_index,6.0,0.10576923076923077
correct_true_all,doc_index,7.0,0.028846153846153848
correct_true_all,doc_index,8.0,0.17307692307692307
correct_true_all,doc_index,9.0,0.125
correct_true_all,doc_index,10.0,0.09615384615384616
correct_true_politifact,doc_index,0.0,0.03571428571428571
correct_true_politifact,doc_index,1.0,0.125
correct_true_politifact,doc_index,2.0,0.05357142857142857
correct_true_politifact,doc_index,3.0,0.125
correct_true_politifact,doc_index,4.0,0.08928571428571429
correct_true_politifact,doc_index,5.0,0.17857142857142858
correct_true_politifact,doc_index,6.0,0.19642857142857142
correct_true_politifact,doc_index,7.0,0.05357142857142857
correct_true_politifact,doc_index,8.0,0.07142857142857142
correct_true_politifact,doc_index,9.0,0.017857142857142856
correct_true_politifact,doc_index,10.0,0.05357142857142857
wrong_false_abc,doc_index,0.0,0.08333333333333333
wrong_false_abc,doc_index,1.0,0.05555555555555555
wrong_false_abc,doc_index,2.0,0.08333333333333333
wrong_false_abc,doc_index,8.0,0.19444444444444445
wrong_false_abc,doc_index,9.0,0.2777777777777778
wrong_false_abc,doc_index,10.0,0.3055555555555556
wrong_false_all,doc_index,0.0,0.045454545454545456
wrong_false_all,doc_index,1.0,0.045454545454545456
wrong_false_all,doc_index,2.0,0.12121212121212122
wrong_false_all,doc_index,3.0,0.015151515151515152
wrong_false_all,doc_index,4.0,0.045454545454545456
wrong_false_all,doc_index,6.0,0.045454545454545456
wrong_false_all,doc_index,7.0,0.10606060606060606
wrong_false_all,doc_index,8.0,0.10606060606060606
wrong_false_all,doc_index,9.0,0.24242424242424243
wrong_false_all,doc_index,10.0,0.22727272727272727
wrong_false_politifact,doc_index,1.0,0.03333333333333333
wrong_false_politifact,doc_index,2.0,0.16666666666666666
wrong_false_politifact,doc_index,3.0,0.03333333333333333
wrong_false_politifact,doc_index,4.0,0.1
wrong_false_politifact,doc_index,6.0,0.1
wrong_false_politifact,doc_index,7.0,0.23333333333333334
wrong_false_politifact,doc_index,9.0,0.2
wrong_false_politifact,doc_index,10.0,0.13333333333333333
wrong_true_abc,doc_index,1.0,0.2
wrong_true_abc,doc_index,2.0,0.2
wrong_true_abc,doc_index,8.0,0.3
wrong_true_abc,doc_index,9.0,0.1
wrong_true_abc,doc_index,10.0,0.2
wrong_true_all,doc_index,0.0,0.05555555555555555
wrong_true_all,doc_index,1.0,0.1111111111111111
wrong_true_all,doc_index,2.0,0.1111111111111111
wrong_true_all,doc_index,3.0,0.1111111111111111
wrong_true_all,doc_index,5.0,0.05555555555555555
wrong_true_all,doc_index,6.0,0.05555555555555555
wrong_true_all,doc_index,8.0,0.16666666666666666
wrong_true_all,doc_index,9.0,0.05555555555555555
wrong_true_all,doc_index,10.0,0.2777777777777778
wrong_true_politifact,doc_index,0.0,0.125
wrong_true_politifact,doc_index,3.0,0.25
wrong_true_politifact,doc_index,5.0,0.125
wrong_true_politifact,doc_index,6.0,0.125
wrong_true_politifact,doc_index,10.0,0.375
correct_false_abc,doc_name,Labor,0.4444444444444444
correct_false_abc,doc_name,Liberal,0.5555555555555556
correct_false_all,doc_name,DEM,0.23636363636363636
correct_false_all,doc_name,Labor,0.21818181818181817
correct_false_all,doc_name,Liberal,0.2727272727272727
correct_false_all,doc_name,REP,0.2727272727272727
correct_false_politifact,doc_name,DEM,0.4642857142857143
correct_false_politifact,doc_name,REP,0.5357142857142857
correct_true_abc,doc_name,Labor,0.4583333333333333
correct_true_abc,doc_name,Liberal,0.5416666666666666
correct_true_all,doc_name,DEM,0.34615384615384615
correct_true_all,doc_name,Labor,0.21153846153846154
correct_true_all,doc_name,Liberal,0.25
correct_true_all,doc_name,REP,0.19230769230769232
correct_true_politifact,doc_name,DEM,0.6428571428571429
correct_true_politifact,doc_name,REP,0.35714285714285715
wrong_false_abc,doc_name,Labor,0.4722222222222222
wrong_false_abc,doc_name,Liberal,0.5277777777777778
wrong_false_all,doc_name,DEM,0.19696969696969696
wrong_false_all,doc_name,Labor,0.25757575757575757
wrong_false_all,doc_name,Liberal,0.2878787878787879
wrong_false_all,doc_name,REP,0.25757575757575757
wrong_false_politifact,doc_name,DEM,0.43333333333333335
wrong_false_politifact,doc_name,REP,0.5666666666666667
wrong_true_abc,doc_name,Labor,0.7
wrong_true_abc,doc_name,Liberal,0.3
wrong_true_all,doc_name,DEM,0.16666666666666666
wrong_true_all,doc_name,Labor,0.3888888888888889
wrong_true_all,doc_name,Liberal,0.16666666666666666
wrong_true_all,doc_name,REP,0.2777777777777778
wrong_true_politifact,doc_name,DEM,0.375
wrong_true_politifact,doc_name,REP,0.625
correct_false_abc,doc_claimant,Anthony Albanese,0.1111111111111111
correct_false_abc,doc_claimant,Brendan O Connor,0.07407407407407407
correct_false_abc,doc_claimant,Christopher Pyne,0.037037037037037035
correct_false_abc,doc_claimant,Greg Hunt,0.1111111111111111
correct_false_abc,doc_claimant,Joe Hockey,0.07407407407407407
correct_false_abc,doc_claimant,Kelly O'Dwyer,0.1111111111111111
correct_false_abc,doc_claimant,Kevin Rudd,0.07407407407407407
correct_false_abc,doc_claimant,Michelle Rowland,0.1111111111111111
correct_false_abc,doc_claimant,Tanya Plibersek,0.07407407407407407
correct_false_abc,doc_claimant,Tony Abbott,0.2222222222222222
correct_false_all,doc_claimant,Anthony Albanese,0.05454545454545454
correct_false_all,doc_claimant,Barack Obama,0.01818181818181818
correct_false_all,doc_claimant,Brendan O Connor,0.03636363636363636
correct_false_all,doc_claimant,Christopher Pyne,0.01818181818181818
correct_false_all,doc_claimant,Craig James,0.03636363636363636
correct_false_all,doc_claimant,David Cicilline,0.01818181818181818
correct_false_all,doc_claimant,Eric Cantor,0.07272727272727272
correct_false_all,doc_claimant,Eugene Sepulveda,0.01818181818181818
correct_false_all,doc_claimant,Graeme Zielinski,0.07272727272727272
correct_false_all,doc_claimant,Greg Hunt,0.05454545454545454
correct_false_all,doc_claimant,Jeff Fitzgerald,0.03636363636363636
correct_false_all,doc_claimant,Joe Hockey,0.03636363636363636
correct_false_all,doc_claimant,Kelly O'Dwyer,0.05454545454545454
correct_false_all,doc_claimant,Kevin Rudd,0.03636363636363636
correct_false_all,doc_claimant,Mary Burke,0.03636363636363636
correct_false_all,doc_claimant,Michele Bachmann,0.05454545454545454
correct_false_all,doc_claimant,Michelle Rowland,0.05454545454545454
correct_false_all,doc_claimant,Mitt Romney,0.03636363636363636
correct_false_all,doc_claimant,New Jersey Republican State Committee,0.01818181818181818
correct_false_all,doc_claimant,Paul Hirschbiel,0.03636363636363636
correct_false_all,doc_claimant,Randy Neugebauer,0.01818181818181818
correct_false_all,doc_claimant,Sherrod Brown,0.03636363636363636
correct_false_all,doc_claimant,Tanya Plibersek,0.03636363636363636
correct_false_all,doc_claimant,Tony Abbott,0.10909090909090909
correct_false_politifact,doc_claimant,Barack Obama,0.03571428571428571
correct_false_politifact,doc_claimant,Craig James,0.07142857142857142
correct_false_politifact,doc_claimant,David Cicilline,0.03571428571428571
correct_false_politifact,doc_claimant,Eric Cantor,0.14285714285714285
correct_false_politifact,doc_claimant,Eugene Sepulveda,0.03571428571428571
correct_false_politifact,doc_claimant,Graeme Zielinski,0.14285714285714285
correct_false_politifact,doc_claimant,Jeff Fitzgerald,0.07142857142857142
correct_false_politifact,doc_claimant,Mary Burke,0.07142857142857142
correct_false_politifact,doc_claimant,Michele Bachmann,0.10714285714285714
correct_false_politifact,doc_claimant,Mitt Romney,0.07142857142857142
correct_false_politifact,doc_claimant,New Jersey Republican State Committee,0.03571428571428571
correct_false_politifact,doc_claimant,Paul Hirschbiel,0.07142857142857142
correct_false_politifact,doc_claimant,Randy Neugebauer,0.03571428571428571
correct_false_politifact,doc_claimant,Sherrod Brown,0.07142857142857142
correct_true_abc,doc_claimant,Annastacia Palaszczuk,0.041666666666666664
correct_true_abc,doc_claimant,Anthony Albanese,0.0625
correct_true_abc,doc_claimant,Barry O'Farrell,0.041666666666666664
correct_true_abc,doc_claimant,Bill Shorten,0.041666666666666664
correct_true_abc,doc_claimant,Chris Bowen,0.0625
correct_true_abc,doc_claimant,George Brandis,0.08333333333333333
correct_true_abc,doc_claimant,Ian Macfarlane,0.0625
correct_true_abc,doc_claimant,Kevin Rudd,0.25
correct_true_abc,doc_claimant,Malcolm Turnbull,0.08333333333333333
correct_true_abc,doc_claimant,Mathias Cormann,0.041666666666666664
correct_true_abc,doc_claimant,Scott Morrison,0.08333333333333333
correct_true_abc,doc_claimant,Tony Abbott,0.14583333333333334
correct_true_all,doc_claimant,Alan Grayson,0.038461538461538464
correct_true_all,doc_claimant,Annastacia Palaszczuk,0.019230769230769232
correct_true_all,doc_claimant,Anthony Albanese,0.028846153846153848
correct_true_all,doc_claimant,Barack Obama,0.07692307692307693
correct_true_all,doc_claimant,Barry O'Farrell,0.019230769230769232
correct_true_all,doc_claimant,Bill Shorten,0.019230769230769232
correct_true_all,doc_claimant,Blue Oregon,0.009615384615384616
correct_true_all,doc_claimant,Bob Mcdonnell,0.028846153846153848
correct_true_all,doc_claimant,Chris Bowen,0.028846153846153848
correct_true_all,doc_claimant,Dan Saltzman,0.028846153846153848
correct_true_all,doc_claimant,Dean Cannon,0.019230769230769232
correct_true_all,doc_claimant,Dennis Kucinich,0.038461538461538464
correct_true_all,doc_claimant,Eric Cantor,0.019230769230769232
correct_true_all,doc_claimant,George Brandis,0.038461538461538464
correct_true_all,doc_claimant,Hillary Clinton,0.038461538461538464
correct_true_all,doc_claimant,Ian Macfarlane,0.028846153846153848
correct_true_all,doc_claimant,Jason Isaac,0.009615384615384616
correct_true_all,doc_claimant,John Mccain,0.019230769230769232
correct_true_all,doc_claimant,Josh Mandel,0.019230769230769232
correct_true_all,doc_claimant,Keith Faber,0.028846153846153848
correct_true_all,doc_claimant,Kevin Rudd,0.11538461538461539
correct_true_all,doc_claimant,Malcolm Turnbull,0.038461538461538464
correct_true_all,doc_claimant,Marcia Fudge,0.0673076923076923
correct_true_all,doc_claimant,Mathias Cormann,0.019230769230769232
correct_true_all,doc_claimant,Mitt Romney,0.028846153846153848
correct_true_all,doc_claimant,Scott Morrison,0.038461538461538464
correct_true_all,doc_claimant,Scott Walker,0.019230769230769232
correct_true_all,doc_claimant,Tony Abbott,0.0673076923076923
correct_true_all,doc_claimant,Yvette Mcgee Brown,0.04807692307692308
correct_true_politifact,doc_claimant,Alan Grayson,0.07142857142857142
correct_true_politifact,doc_claimant,Barack Obama,0.14285714285714285
correct_true_politifact,doc_claimant,Blue Oregon,0.017857142857142856
correct_true_politifact,doc_claimant,Bob Mcdonnell,0.05357142857142857
correct_true_politifact,doc_claimant,Dan Saltzman,0.05357142857142857
correct_true_politifact,doc_claimant,Dean Cannon,0.03571428571428571
correct_true_politifact,doc_claimant,Dennis Kucinich,0.07142857142857142
correct_true_politifact,doc_claimant,Eric Cantor,0.03571428571428571
correct_true_politifact,doc_claimant,Hillary Clinton,0.07142857142857142
correct_true_politifact,doc_claimant,Jason Isaac,0.017857142857142856
correct_true_politifact,doc_claimant,John Mccain,0.03571428571428571
correct_true_politifact,doc_claimant,Josh Mandel,0.03571428571428571
correct_true_politifact,doc_claimant,Keith Faber,0.05357142857142857
correct_true_politifact,doc_claimant,Marcia Fudge,0.125
correct_true_politifact,doc_claimant,Mitt Romney,0.05357142857142857
correct_true_politifact,doc_claimant,Scott Walker,0.03571428571428571
correct_true_politifact,doc_claimant,Yvette Mcgee Brown,0.08928571428571429
wrong_false_abc,doc_claimant,Anthony Albanese,0.08333333333333333
wrong_false_abc,doc_claimant,Barry O'Farrell,0.08333333333333333
wrong_false_abc,doc_claimant,Bill Shorten,0.027777777777777776
wrong_false_abc,doc_claimant,Brendan O Connor,0.1111111111111111
wrong_false_abc,doc_claimant,Chris Bowen,0.05555555555555555
wrong_false_abc,doc_claimant,Christopher Pyne,0.08333333333333333
wrong_false_abc,doc_claimant,Greg Hunt,0.08333333333333333
wrong_false_abc,doc_claimant,Joe Hockey,0.027777777777777776
wrong_false_abc,doc_claimant,Kelly O'Dwyer,0.05555555555555555
wrong_false_abc,doc_claimant,Kevin Rudd,0.16666666666666666
wrong_false_abc,doc_claimant,Tanya Plibersek,0.027777777777777776
wrong_false_abc,doc_claimant,Tony Abbott,0.19444444444444445
wrong_false_all,doc_claimant,Anthony Albanese,0.045454545454545456
wrong_false_all,doc_claimant,Barack Obama,0.030303030303030304
wrong_false_all,doc_claimant,Barry O'Farrell,0.045454545454545456
wrong_false_all,doc_claimant,Bill Shorten,0.015151515151515152
wrong_false_all,doc_claimant,Brendan O Connor,0.06060606060606061
wrong_false_all,doc_claimant,Chris Bowen,0.030303030303030304
wrong_false_all,doc_claimant,Chris Christie,0.07575757575757576
wrong_false_all,doc_claimant,Christopher Pyne,0.045454545454545456
wrong_false_all,doc_claimant,Craig James,0.030303030303030304
wrong_false_all,doc_claimant,David Cicilline,0.030303030303030304
wrong_false_all,doc_claimant,Eric Cantor,0.045454545454545456
wrong_false_all,doc_claimant,Eugene Sepulveda,0.015151515151515152
wrong_false_all,doc_claimant,Fred Karger,0.015151515151515152
wrong_false_all,doc_claimant,Gina Raimondo,0.030303030303030304
wrong_false_all,doc_claimant,Graeme Zielinski,0.015151515151515152
wrong_false_all,doc_claimant,Greg Hunt,0.045454545454545456
wrong_false_all,doc_claimant,Joe Hockey,0.015151515151515152
wrong_false_all,doc_claimant,Kelly O'Dwyer,0.030303030303030304
wrong_false_all,doc_claimant,Kevin Rudd,0.09090909090909091
wrong_false_all,doc_claimant,Lena Taylor,0.015151515151515152
wrong_false_all,doc_claimant,Mary Burke,0.015151515151515152
wrong_false_all,doc_claimant,Michele Bachmann,0.030303030303030304
wrong_false_all,doc_claimant,New Jersey Republican State Committee,0.030303030303030304
wrong_false_all,doc_claimant,Newt Gingrich,0.030303030303030304
wrong_false_all,doc_claimant,Paul Hirschbiel,0.015151515151515152
wrong_false_all,doc_claimant,Sandra Cunningham,0.015151515151515152
wrong_false_all,doc_claimant,Sherrod Brown,0.015151515151515152
wrong_false_all,doc_claimant,Tanya Plibersek,0.015151515151515152
wrong_false_all,doc_claimant,Tony Abbott,0.10606060606060606
wrong_false_politifact,doc_claimant,Barack Obama,0.06666666666666667
wrong_false_politifact,doc_claimant,Chris Christie,0.16666666666666666
wrong_false_politifact,doc_claimant,Craig James,0.06666666666666667
wrong_false_politifact,doc_claimant,David Cicilline,0.06666666666666667
wrong_false_politifact,doc_claimant,Eric Cantor,0.1
wrong_false_politifact,doc_claimant,Eugene Sepulveda,0.03333333333333333
wrong_false_politifact,doc_claimant,Fred Karger,0.03333333333333333
wrong_false_politifact,doc_claimant,Gina Raimondo,0.06666666666666667
wrong_false_politifact,doc_claimant,Graeme Zielinski,0.03333333333333333
wrong_false_politifact,doc_claimant,Lena Taylor,0.03333333333333333
wrong_false_politifact,doc_claimant,Mary Burke,0.03333333333333333
wrong_false_politifact,doc_claimant,Michele Bachmann,0.06666666666666667
wrong_false_politifact,doc_claimant,New Jersey Republican State Committee,0.06666666666666667
wrong_false_politifact,doc_claimant,Newt Gingrich,0.06666666666666667
wrong_false_politifact,doc_claimant,Paul Hirschbiel,0.03333333333333333
wrong_false_politifact,doc_claimant,Sandra Cunningham,0.03333333333333333
wrong_false_politifact,doc_claimant,Sherrod Brown,0.03333333333333333
wrong_true_abc,doc_claimant,Annastacia Palaszczuk,0.1
wrong_true_abc,doc_claimant,Anthony Albanese,0.1
wrong_true_abc,doc_claimant,Ian Macfarlane,0.2
wrong_true_abc,doc_claimant,Kevin Rudd,0.5
wrong_true_abc,doc_claimant,Malcolm Turnbull,0.1
wrong_true_all,doc_claimant,Annastacia Palaszczuk,0.05555555555555555
wrong_true_all,doc_claimant,Anthony Albanese,0.05555555555555555
wrong_true_all,doc_claimant,Barack Obama,0.05555555555555555
wrong_true_all,doc_claimant,Bob Mcdonnell,0.05555555555555555
wrong_true_all,doc_claimant,Dean Cannon,0.05555555555555555
wrong_true_all,doc_claimant,Hillary Clinton,0.05555555555555555
wrong_true_all,doc_claimant,Ian Macfarlane,0.1111111111111111
wrong_true_all,doc_claimant,Jason Isaac,0.05555555555555555
wrong_true_all,doc_claimant,Josh Mandel,0.05555555555555555
wrong_true_all,doc_claimant,Kevin Rudd,0.2777777777777778
wrong_true_all,doc_claimant,Malcolm Turnbull,0.05555555555555555
wrong_true_all,doc_claimant,Scott Walker,0.05555555555555555
wrong_true_all,doc_claimant,Yvette Mcgee Brown,0.05555555555555555
wrong_true_politifact,doc_claimant,Barack Obama,0.125
wrong_true_politifact,doc_claimant,Bob Mcdonnell,0.125
wrong_true_politifact,doc_claimant,Dean Cannon,0.125
wrong_true_politifact,doc_claimant,Hillary Clinton,0.125
wrong_true_politifact,doc_claimant,Jason Isaac,0.125
wrong_true_politifact,doc_claimant,Josh Mandel,0.125
wrong_true_politifact,doc_claimant,Scott Walker,0.125
wrong_true_politifact,doc_claimant,Yvette Mcgee Brown,0.125
correct_false_abc,doc_date,2013.0,0.5555555555555556
correct_false_abc,doc_date,2014.0,0.4444444444444444
correct_false_all,doc_date,2010.0,0.01818181818181818
correct_false_all,doc_date,2011.0,0.03636363636363636
correct_false_all,doc_date,2012.0,0.2727272727272727
correct_false_all,doc_date,2013.0,0.4
correct_false_all,doc_date,2014.0,0.2727272727272727
correct_false_politifact,doc_date,2010.0,0.03571428571428571
correct_false_politifact,doc_date,2011.0,0.07142857142857142
correct_false_politifact,doc_date,2012.0,0.5357142857142857
correct_false_politifact,doc_date,2013.0,0.25
correct_false_politifact,doc_date,2014.0,0.10714285714285714
correct_true_abc,doc_date,2013.0,0.7083333333333334
correct_true_abc,doc_date,2014.0,0.25
correct_true_abc,doc_date,2015.0,0.041666666666666664
correct_true_all,doc_date,2007.0,0.0673076923076923
correct_true_all,doc_date,2008.0,0.028846153846153848
correct_true_all,doc_date,2009.0,0.04807692307692308
correct_true_all,doc_date,2010.0,0.11538461538461539
correct_true_all,doc_date,2011.0,0.08653846153846154
correct_true_all,doc_date,2012.0,0.125
correct_true_all,doc_date,2013.0,0.375
correct_true_all,doc_date,2014.0,0.1346153846153846
correct_true_all,doc_date,2015.0,0.019230769230769232
correct_true_politifact,doc_date,2007.0,0.125
correct_true_politifact,doc_date,2008.0,0.05357142857142857
correct_true_politifact,doc_date,2009.0,0.08928571428571429
correct_true_politifact,doc_date,2010.0,0.21428571428571427
correct_true_politifact,doc_date,2011.0,0.16071428571428573
correct_true_politifact,doc_date,2012.0,0.23214285714285715
correct_true_politifact,doc_date,2013.0,0.08928571428571429
correct_true_politifact,doc_date,2014.0,0.03571428571428571
wrong_false_abc,doc_date,2013.0,0.6944444444444444
wrong_false_abc,doc_date,2014.0,0.3055555555555556
wrong_false_all,doc_date,2011.0,0.13636363636363635
wrong_false_all,doc_date,2012.0,0.18181818181818182
wrong_false_all,doc_date,2013.0,0.45454545454545453
wrong_false_all,doc_date,2014.0,0.22727272727272727
wrong_false_politifact,doc_date,2011.0,0.3
wrong_false_politifact,doc_date,2012.0,0.4
wrong_false_politifact,doc_date,2013.0,0.16666666666666666
wrong_false_politifact,doc_date,2014.0,0.13333333333333333
wrong_true_abc,doc_date,2013.0,0.7
wrong_true_abc,doc_date,2014.0,0.2
wrong_true_abc,doc_date,2015.0,0.1
wrong_true_all,doc_date,2007.0,0.05555555555555555
wrong_true_all,doc_date,2008.0,0.05555555555555555
wrong_true_all,doc_date,2010.0,0.1111111111111111
wrong_true_all,doc_date,2011.0,0.1111111111111111
wrong_true_all,doc_date,2012.0,0.05555555555555555
wrong_true_all,doc_date,2013.0,0.3888888888888889
wrong_true_all,doc_date,2014.0,0.16666666666666666
wrong_true_all,doc_date,2015.0,0.05555555555555555
wrong_true_politifact,doc_date,2007.0,0.125
wrong_true_politifact,doc_date,2008.0,0.125
wrong_true_politifact,doc_date,2010.0,0.25
wrong_true_politifact,doc_date,2011.0,0.25
wrong_true_politifact,doc_date,2012.0,0.125
wrong_true_politifact,doc_date,2014.0,0.125
correct_false_abc,doc_source,abc,1.0
correct_false_all,doc_source,abc,0.4909090909090909
correct_false_all,doc_source,politifact,0.509090909090909
correct_false_politifact,doc_source,politifact,1.0
correct_true_abc,doc_source,abc,1.0
correct_true_all,doc_source,abc,0.46153846153846156
correct_true_all,doc_source,politifact,0.5384615384615384
correct_true_politifact,doc_source,politifact,1.0
wrong_false_abc,doc_source,abc,1.0
wrong_false_all,doc_source,abc,0.5454545454545454
wrong_false_all,doc_source,politifact,0.45454545454545453
wrong_false_politifact,doc_source,politifact,1.0
wrong_true_abc,doc_source,abc,1.0
wrong_true_all,doc_source,abc,0.5555555555555556
wrong_true_all,doc_source,politifact,0.4444444444444444
wrong_true_politifact,doc_source,politifact,1.0
correct_false_abc,doc_overall-truthfulness_value,-2.0,1.0
correct_false_all,doc_overall-truthfulness_value,-2.0,1.0
correct_false_politifact,doc_overall-truthfulness_value,-2.0,1.0
correct_true_abc,doc_overall-truthfulness_value,2.0,1.0
correct_true_all,doc_overall-truthfulness_value,2.0,1.0
correct_true_politifact,doc_overall-truthfulness_value,2.0,1.0
wrong_false_abc,doc_overall-truthfulness_value,2.0,1.0
wrong_false_all,doc_overall-truthfulness_value,2.0,1.0
wrong_false_politifact,doc_overall-truthfulness_value,2.0,1.0
wrong_true_abc,doc_overall-truthfulness_value,-2.0,1.0
wrong_true_all,doc_overall-truthfulness_value,-2.0,1.0
wrong_true_politifact,doc_overall-truthfulness_value,-2.0,1.0
correct_false_abc,doc_confidence_value,-2.0,0.37037037037037035
correct_false_abc,doc_confidence_value,-1.0,0.2222222222222222
correct_false_abc,doc_confidence_value,0.0,0.14814814814814814
correct_false_abc,doc_confidence_value,1.0,0.25925925925925924
correct_false_all,doc_confidence_value,-2.0,0.23636363636363636
correct_false_all,doc_confidence_value,-1.0,0.2545454545454545
correct_false_all,doc_confidence_value,0.0,0.21818181818181817
correct_false_all,doc_confidence_value,1.0,0.23636363636363636
correct_false_all,doc_confidence_value,2.0,0.05454545454545454
correct_false_politifact,doc_confidence_value,-2.0,0.10714285714285714
correct_false_politifact,doc_confidence_value,-1.0,0.2857142857142857
correct_false_politifact,doc_confidence_value,0.0,0.2857142857142857
correct_false_politifact,doc_confidence_value,1.0,0.21428571428571427
correct_false_politifact,doc_confidence_value,2.0,0.10714285714285714
correct_true_abc,doc_confidence_value,-2.0,0.14583333333333334
correct_true_abc,doc_confidence_value,-1.0,0.10416666666666667
correct_true_abc,doc_confidence_value,0.0,0.1875
correct_true_abc,doc_confidence_value,1.0,0.375
correct_true_abc,doc_confidence_value,2.0,0.1875
correct_true_all,doc_confidence_value,-2.0,0.11538461538461539
correct_true_all,doc_confidence_value,-1.0,0.11538461538461539
correct_true_all,doc_confidence_value,0.0,0.17307692307692307
correct_true_all,doc_confidence_value,1.0,0.36538461538461536
correct_true_all,doc_confidence_value,2.0,0.23076923076923078
correct_true_politifact,doc_confidence_value,-2.0,0.08928571428571429
correct_true_politifact,doc_confidence_value,-1.0,0.125
correct_true_politifact,doc_confidence_value,0.0,0.16071428571428573
correct_true_politifact,doc_confidence_value,1.0,0.35714285714285715
