type,doc_statement,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_1_farmers_value,q_2_marks_value,q_3_athletics_value,doc_index,doc_name,doc_date,doc_source,doc_overall-truthfulness_value,doc_confidence_value,doc_correctness_value,doc_neutrality_value,doc_comprehensibility_value,doc_precision_value,doc_completeness_value,doc_speaker's-trustworthiness_value,doc_informativeness_value,doc_accesses,url_speaksabout,fre,doc_time_elapsed,query_amount,response_position,selected_amount,sim_statem_query,sim_statem_resname,sim_statem_ressnip
correct_true_all,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,1.0,36-50 (1.50),"Postgrad. or professional schooling, no degree (2.83)","50,000 to less than 75,000 (4.67)",Liberal (3.17),Democrat (1.00),No opinion either way (0.83),Agree (2.00),correct value (0.67),correct value (0.67),correct value (0.83),7.833333333333333,Labor (3.00),2013.0,abc (0.00),2.0,1.0,1.1666666666666667,0.3333333333333333,1.8333333333333333,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,43.4,67.47333333333333,1.0,1.5,1.1666666666666667,0.5261022492000752,0.38749999999999996,0.36481481481481487
correct_true_all,98 percent of small businesses make less than 250000 and would not see a tax increase under Barack Obamas plan,1.0,36-50 (2.00),4 year college/bachelor degree (2.00),"150,000 or more (8.00)",Liberal (3.00),Independent (2.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),6.0,DEM (2.00),2008.0,politifact (1.00),2.0,-1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,76.56,51.0,1.0,6.0,1.0,0.8615384615384616,0.4285714285714285,0.3846153846153846
correct_true_all,Because St Paul said in the New Testament slaves be obedient to your masters And therefore we should have all fought for the Confederacy in the US war I mean for goodness sake the human condition and social conditions change,1.0,36-50 (1.50),High school graduate or GED (etc.) (0.00),"40,000 to less than 50,000 (3.50)",Very liberal (4.00),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.50),5.0,Labor (3.00),2013.0,abc (0.00),2.0,-1.0,2.0,-0.5,0.0,-1.0,-1.5,0.0,-1.5,1.0,1.0,39.34,237.84500000000003,1.0,5.5,2.5,1.0,0.0,0.7306501547987616
correct_true_all,Collectively states are spending more on Medicaid than they do on K12 education,1.0,36-50 (2.00),Some college (etc.) (1.00),"40,000 to less than 50,000 (4.00)",Very liberal (3.50),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.50),wrong value (0.50),4.5,REP (0.00),2013.0,politifact (1.00),2.0,-0.5,1.5,0.5,1.5,1.5,1.0,0.5,1.0,1.0,1.0,49.82,169.445,1.5,1.0,1.0,0.5770833333333334,0.0,0.75
correct_true_all,Finance Minister Mathias Cormann says privatising Medibank Private wont cause premiums to increase,1.0,36-50 (1.50),"Postgrad. or professional schooling, no degree (3.00)","150,000 or more (7.50)",Moderate (2.00),Republican (0.50),Agree (1.50),No opinion either way (1.00),correct value (1.00),wrong value (0.50),wrong value (0.50),8.5,Liberal (1.00),2013.0,abc (0.00),2.0,-0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,32.9,64.895,1.0,4.0,1.0,0.9642857142857143,0.45238095238095233,0.7083333333333333
correct_true_all,Huckabee granted 1033 pardons and commutationsmore clemencies than the previous three governors combined,1.0,36-50 (1.67),"Postgrad. or professional schooling, no degree (2.67)","75,000 to less than 100,000 (5.67)",Conservative (1.00),Republican (0.00),No opinion either way (1.33),Agree (1.67),wrong value (0.33),wrong value (0.00),correct value (1.00),6.0,REP (0.00),2007.0,politifact (1.00),2.0,1.0,2.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,2.0,1.0,1.0,15.979999999999999,100.25,1.0,3.6666666666666665,1.6666666666666667,0.47058080808080804,0.14285714285714282,0.26666666666666666
correct_true_all,Industry Minister Ian Macfarlane says Australia is set to become the worlds second largest or largest exporter of LNG,1.0,26-35 (1.00),"Postgrad. or professional schooling, no degree (3.00)","50,000 to less than 75,000 (5.33)",Liberal (2.67),Independent (1.67),Disagree (0.00),Agree (2.00),correct value (0.67),wrong value (0.33),wrong value (0.33),4.333333333333333,Liberal (1.00),2013.0,abc (0.00),2.0,-1.0,1.3333333333333333,2.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,1.0,60.65,138.16666666666666,1.6666666666666667,1.3333333333333333,1.0,0.6809523809523809,0.42857142857142855,0.4523809523809524
correct_true_all,John McCain stood up to the president and sounded the alarm on global warmingfive years ago,1.0,36-50 (1.50),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (6.00)",Moderate (1.50),Democrat (1.00),Agree (2.00),Disagree (0.00),wrong value (0.50),correct value (1.00),correct value (1.00),4.5,REP (0.00),2008.0,politifact (1.00),2.0,0.0,1.5,1.5,2.0,1.0,1.5,1.5,1.5,1.0,1.0,72.16,157.60500000000002,1.0,3.0,2.5,0.49455128205128207,0.30952380952380953,0.6
correct_true_all,Malcolm Turnbull says Australian farmers are among the least subsidised in the world,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.25)",Liberal (2.75),Independent (1.50),Disagree (0.25),Agree (2.00),wrong value (0.50),wrong value (0.50),wrong value (0.50),6.25,Liberal (1.00),2014.0,abc (0.00),2.0,0.25,1.0,0.0,2.0,1.25,0.5,0.5,0.25,1.0,1.0,75.2,109.9275,1.0,1.0,1.0,0.7547008547008547,0.5892857142857143,0.7777777777777778
correct_true_all,NSW Premier Barry OFarrell says his Government has increased the amount of hazard reduction twoandahalf times,1.0,19-25 (0.50),4 year college/bachelor degree (1.50),"20,000 to less than 30,000 (2.00)",Liberal (3.00),Republican (0.50),No opinion either way (1.00),Agree (2.00),wrong value (0.00),wrong value (0.50),wrong value (0.50),5.0,Liberal (1.00),2013.0,abc (0.00),2.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,46.78,72.6,1.0,3.5,1.5,0.7960972850678734,0.1428571428571428,0.8333333333333334
correct_true_all,Says Rep Jim Weidner proposed a bill taking away health care for 80000 of Oregons children,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"150,000 or more (8.00)",Conservative (1.00),Republican (0.00),No opinion either way (1.00),Disagree (0.00),correct value (1.00),correct value (1.00),correct value (1.00),6.0,DEM (2.00),2010.0,politifact (1.00),2.0,-2.0,-1.0,-2.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,72.16,151.21,2.0,4.0,1.0,0.746606334841629,0.0,0.2307692307692307
correct_true_all,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"50,000 to less than 75,000 (5.00)",Very liberal (4.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),5.0,REP (0.00),2011.0,politifact (1.00),2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,61.67,70.56,1.0,1.0,1.0,0.6593406593406593,0.3333333333333333,0.1666666666666666
correct_true_all,The War in Afghanistan is officially the longest war Americans have ever been asked to endure,1.0,26-35 (0.75),4 year college/bachelor degree (2.25),"50,000 to less than 75,000 (5.00)",Moderate (2.25),Democrat (1.00),No opinion either way (1.00),Agree (2.00),wrong value (0.50),wrong value (0.25),wrong value (0.25),3.0,DEM (2.00),2010.0,politifact (1.00),2.0,1.0,1.5,1.25,1.25,1.0,1.25,1.0,1.25,1.25,1.0,63.7,109.2675,1.3333333333333333,1.6666666666666667,1.0,0.6083333333333333,0.17857142857142852,0.5925925925925926
correct_true_all,Tony Abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year,1.0,26-35 (1.00),4 year college/bachelor degree (2.50),"75,000 to less than 100,000 (5.50)",Conservative (1.25),Republican (0.25),No opinion either way (1.00),Agree (1.50),wrong value (0.50),wrong value (0.25),wrong value (0.50),5.0,Liberal (1.00),2014.0,abc (0.00),2.0,1.0,1.75,1.5,1.75,1.5,1.5,1.0,1.5,1.0,1.0,49.15,118.32000000000001,1.0,1.75,1.0,0.7977678571428571,0.4895833333333333,0.8214285714285714
correct_true_all,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu,1.0,26-35 (0.80),4 year college/bachelor degree (2.00),"50,000 to less than 75,000 (4.60)",Liberal (2.60),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (0.60),correct value (0.60),correct value (0.60),3.8,DEM (2.00),2009.0,politifact (1.00),2.0,1.2,2.0,1.2,1.8,1.4,1.2,2.0,1.2,1.0,1.0,59.64,84.896,1.8,1.2,1.0,0.5786630036630036,0.1666666666666666,0.41818181818181815
correct_true_all,While millions of people lost their jobs around the world we have until today added nearly a million more than we had than when we went to office,1.0,26-35 (1.00),High school graduate or GED (etc.) (0.00),"40,000 to less than 50,000 (4.00)",Moderate (2.00),Independent (2.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),10.0,Labor (3.00),2013.0,abc (0.00),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,68.44,41.03,1.0,1.0,1.0,0.9285714285714286,0.0,0.9166666666666666
wrong_false_all,Anthony Albanese says the rules on MP entitlements are pretty clear,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Liberal (3.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),0.0,Labor (3.00),2013.0,abc (0.00),2.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,2.0,1.0,-1.0,60.31,178.45,1.0,3.0,1.0,0.3,0.6666666666666666,0.2857142857142857
wrong_false_all,Austin mayoral candidate Mike Martinez takes corporate money,1.0,36-50 (2.00),"Postgrad. or professional schooling, no degree (3.00)","75,000 to less than 100,000 (6.00)",Very conservative (0.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),2.0,DEM (2.00),2014.0,politifact (1.00),2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,-1.0,37.98,58.43,1.0,32.0,4.0,0.0,0.0,0.0
wrong_false_all,Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms,1.0,26-35 (1.00),4 year college/bachelor degree (2.50),"50,000 to less than 75,000 (5.00)",Moderate (2.50),Republican (0.50),No opinion either way (1.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),4.0,REP (0.00),2012.0,politifact (1.00),2.0,1.5,2.0,1.0,2.0,1.5,2.0,2.0,1.5,1.0,-1.0,66.07,104.56,1.0,2.0,1.0,0.0,0.0,0.04545454545454545
wrong_false_all,Barry OFarrell says NSW collects more from proceeds of crime than all other states and the federal government combined,1.0,26-35 (1.33),4 year college/bachelor degree (2.33),"10,000 to less than 20,000 (1.33)",Very conservative (0.33),Republican (0.00),Agree (1.67),Agree (2.00),wrong value (0.00),wrong value (0.33),wrong value (0.00),4.0,Liberal (1.00),2013.0,abc (0.00),2.0,1.0,-0.6666666666666666,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-1.3333333333333333,-1.0,1.0,1.0,-1.0,60.65,273.61333333333334,1.6666666666666667,1.0,1.0,0.4920634920634921,0.2222222222222222,0.0606060606060606
wrong_false_all,Bill Shorten says Tony Abbott and Christopher Pyne are to blame for WAs Barnett Government cutting 183 million from education and culling 360 teachers and 350 teachers aides and support staff,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"150,000 or more (8.00)",Conservative (1.00),Republican (0.00),No opinion either way (1.00),Disagree (0.00),correct value (1.00),correct value (1.00),correct value (1.00),10.0,Labor (3.00),2014.0,abc (0.00),2.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,48.47,33.29,1.0,1.0,1.0,1.0,0.6666666666666666,0.0909090909090909
wrong_false_all,Corrupt political bosses Money laundering Fraud Its just another day at the office for Vin Gopal,2.0,36-50 (1.50),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Very conservative (0.00),Republican (0.50),Agree (2.00),Agree (2.00),wrong value (0.50),wrong value (0.00),wrong value (0.50),8.0,REP (0.00),2011.0,politifact (1.00),2.0,1.0,1.5,2.0,1.0,2.0,1.5,2.0,1.5,2.0,-1.0,46.78,48.535,1.5,2.0,2.0,0.7981283422459893,0.0,0.0909090909090909
wrong_false_all,Hitler abolished unions and thats what Wisconsin Gov Scott Walker is doing today,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"10,000 to less than 20,000 (1.00)",Liberal (3.00),Democrat (1.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),9.0,DEM (2.00),2011.0,politifact (1.00),2.0,0.0,1.0,0.0,2.0,1.0,-1.0,1.0,2.0,1.0,-1.0,66.74,58.37,1.0,5.0,1.0,0.0,0.0,0.0
wrong_false_all,I think it is important to do what we reasonably can to get them up again I just wish that this Government hadnt presided over a reduction in vaccination rates,1.0,36-50 (1.50),4 year college/bachelor degree (2.00),"20,000 to less than 30,000 (2.50)",Conservative (1.00),Democrat (1.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),9.5,Liberal (1.00),2013.0,abc (0.00),2.0,1.0,2.0,1.5,1.5,0.5,1.0,2.0,1.0,1.0,-1.0,57.95,24.125,1.0,2.0,1.0,0.3645833333333333,0.0,0.0909090909090909
wrong_false_all,Opposition workplace relations spokesman Brendan OConnor says the 2001 Building and Construction Industry Royal Commission cost 66 million equating to 100 million in todays dollars,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (3.50)",Moderate (2.00),Democrat (0.75),Disagree (0.50),Agree (2.00),wrong value (0.50),wrong value (0.25),wrong value (0.25),8.5,Labor (3.00),2014.0,abc (0.00),2.0,-0.25,1.0,1.0,1.5,1.5,1.0,1.25,1.25,1.5,-1.0,29.18,59.105,1.0,3.0,1.0,0.5635416666666666,0.5,0.3125
wrong_false_all,Says a Senate resolution would restore 140 in monthly general assistance payments and prevent people from committing crime,1.0,26-35 (1.00),Some college (etc.) (1.00),"10,000 to less than 20,000 (1.00)",Moderate (2.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),10.0,DEM (2.00),2011.0,politifact (1.00),2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,36.28,60.47,1.0,7.0,1.0,0.39375,0.0,0.0
wrong_false_all,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"50,000 to less than 75,000 (5.00)",Very liberal (4.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),2.0,DEM (2.00),2012.0,politifact (1.00),2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,-1.0,46.1,90.0,1.0,1.0,1.0,0.7773279352226721,0.5,0.2222222222222222
wrong_false_all,Scott Walkers income tax plan is a tax hike It increases taxes for nearly 80 of the people in the state,1.0,36-50 (2.00),Postgrad. or professional degree (etc.) (4.00),"50,000 to less than 75,000 (5.00)",Very liberal (4.00),Independent (2.00),Disagree (0.00),Disagree (0.00),correct value (1.00),correct value (1.00),wrong value (0.00),6.0,DEM (2.00),2014.0,politifact (1.00),2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-1.0,75.54,70.17,1.0,1.0,1.0,0.0,0.0,0.0
wrong_false_all,It is 22 billion Mr Rudd said on the ABCs QA program on September 2It is more than we spend for the entire nation on childcare support for all those families out there with kids in childcare It is a bigger number than that,1.0,36-50 (1.50),4 year college/bachelor degree (1.50),"40,000 to less than 50,000 (4.50)",Moderate (1.50),Republican (0.00),Agree (2.00),Agree (1.50),wrong value (0.00),wrong value (0.00),wrong value (0.00),9.5,Labor (3.00),2013.0,abc (0.00),2.0,0.0,2.0,0.5,1.5,2.0,1.5,1.0,1.0,1.0,-0.5,52.2,44.495,1.0,3.5,1.0,0.5423116615067078,0.25,0.1176470588235294
wrong_false_all,Anthony Albanese says eight out of the worlds top 10 airlines are majority governmentowned,1.0,26-35 (1.00),4 year college/bachelor degree (2.50),"150,000 or more (7.50)",Conservative (1.00),Republican (0.00),Agree (2.00),Agree (2.00),correct value (1.00),wrong value (0.50),wrong value (0.00),10.0,Labor (3.00),2014.0,abc (0.00),2.0,1.5,0.5,1.5,0.5,0.5,1.0,0.0,1.5,1.0,0.0,48.81,45.230000000000004,1.0,1.0,1.0,0.6111111111111112,0.6666666666666666,0.2222222222222222
wrong_false_all,Christopher Pyne says a VIP Boeing business jet flight from Perth to Canberra taken by a group of WA Liberal MPs was probably cheaper than a commercial flight,1.0,19-25 (0.00),Some college (etc.) (1.00),"20,000 to less than 30,000 (2.00)",Moderate (2.00),Independent (2.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),0.0,Liberal (1.00),2013.0,abc (0.00),2.0,-1.0,-1.0,-2.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,51.52,506.24,4.0,9.0,4.0,0.5482456140350878,0.1666666666666666,0.1666666666666666
wrong_false_all,Christopher Pyne says independent public schools are improving student outcomes in Western Australia,1.5,26-35 (1.00),"Postgrad. or professional schooling, no degree (3.00)","40,000 to less than 50,000 (4.50)",Moderate (2.00),Republican (0.50),No opinion either way (1.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),6.0,Liberal (1.00),2013.0,abc (0.00),2.0,-0.5,0.5,1.0,2.0,1.5,1.0,1.0,1.5,1.5,0.0,41.36,52.504999999999995,1.5,3.0,1.5,0.38636363636363635,0.21428571428571425,0.4545454545454546
wrong_false_all,Kelly ODwyer says Australia has one of the highest per capita refugee intakes in the world,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Moderate (2.00),Democrat (1.00),No opinion either way (1.00),Agree (2.00),correct value (1.00),wrong value (0.50),wrong value (0.00),8.5,Liberal (1.00),2014.0,abc (0.00),2.0,1.5,2.0,1.5,1.5,1.5,2.0,1.5,1.5,1.5,0.0,80.62,54.68,1.5,2.0,1.0,0.4791666666666666,0.0,0.4545454545454546
wrong_false_all,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,1.0,26-35 (1.00),4 year college/bachelor degree (2.25),"40,000 to less than 50,000 (4.00)",Very liberal (3.75),Democrat (1.25),No opinion either way (0.75),Agree (2.00),wrong value (0.50),wrong value (0.50),correct value (0.75),7.0,Labor (3.00),2013.0,abc (0.00),2.0,1.0,1.75,-0.5,1.5,1.75,1.25,0.75,1.75,1.0,0.0,48.47,70.37,1.0,1.75,1.0,0.4807436790505676,0.2708333333333333,0.21732954545454544
wrong_false_all,Of every three dollars in food stamps for the needy seven dollars in salaries and pensions go to the bureaucrats who are supposed to be taking care of the poor,1.0,19-25 (0.50),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Conservative (1.00),Republican (0.50),No opinion either way (1.00),Agree (2.00),wrong value (0.50),wrong value (0.50),wrong value (0.50),7.0,REP (0.00),2013.0,politifact (1.00),2.0,1.5,1.0,1.5,2.0,1.0,1.0,1.5,2.0,2.0,0.0,66.41,35.175,1.0,3.0,1.5,0.15441176470588236,0.16666666666666666,0.06666666666666665
wrong_false_all,Residential property taxes in Providence are up nearly 27 percent under Mayor Taveras,1.0,19-25 (0.50),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (6.50)",Liberal (3.00),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.50),wrong value (0.50),correct value (1.00),9.5,DEM (2.00),2014.0,politifact (1.00),2.0,-0.5,2.0,0.5,2.0,1.5,0.5,1.5,1.5,1.0,0.0,32.9,130.47,1.5,5.5,1.0,0.7611111111111111,0.25,0.4375
wrong_false_all,Says Mitt Romney backed a bill that outlaws all abortions even in cases of rape and incest,1.0,36-50 (1.50),"Postgrad. or professional schooling, no degree (3.00)","50,000 to less than 75,000 (5.00)",Conservative (1.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),6.0,DEM (2.00),2012.0,politifact (1.00),2.0,1.5,2.0,1.5,-0.5,2.0,2.0,1.5,2.0,1.0,0.0,79.6,386.95000000000005,1.5,1.5,1.0,0.5516774891774892,0.16666666666666666,0.4090909090909091
wrong_false_all,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,1.0,26-35 (1.00),Some college (etc.) (1.00),"40,000 to less than 50,000 (3.50)",Moderate (1.50),Republican (0.50),No opinion either way (1.00),No opinion either way (1.00),wrong value (0.50),wrong value (0.00),wrong value (0.50),8.5,REP (0.00),2011.0,politifact (1.00),2.0,1.5,1.0,1.5,0.5,0.5,-0.5,1.5,-0.5,1.0,0.0,31.55,94.165,1.0,1.5,1.0,0.8035714285714286,0.35,0.24999999999999994
wrong_false_all,Virginia papers called Scott Rigells campaign Mostly False,1.0,19-25 (0.00),Some college (etc.) (1.00),"20,000 to less than 30,000 (2.00)",Moderate (2.00),Independent (2.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),9.0,DEM (2.00),2012.0,politifact (1.00),2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,71.82,85.49,1.0,5.0,1.0,0.5208333333333334,0.0,0.25
wrong_false_all,Greg Hunt says emissions went up under the carbon price from 560 to 637 million tonnes,1.0,26-35 (1.33),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (2.67)",Moderate (2.33),Democrat (1.00),No opinion either way (0.67),No opinion either way (0.67),correct value (0.67),wrong value (0.33),wrong value (0.00),7.333333333333333,Liberal (1.00),2013.0,abc (0.00),2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,80.62,57.26333333333333,1.0,2.0,1.3333333333333333,0.5243201243201243,0.5535714285714285,0.3333333333333333
wrong_false_all,Chris Bowen says the Governments decision to scrap a 2000 cap on selfeducation expenses will allow people to travel as much as they like and claim as much as they like,1.0,36-50 (2.00),4 year college/bachelor degree (2.50),"75,000 to less than 100,000 (6.00)",Moderate (2.50),Republican (0.50),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.50),wrong value (0.00),8.5,Labor (3.00),2013.0,abc (0.00),2.0,0.5,1.5,2.0,2.0,2.0,1.5,1.5,1.0,1.0,0.5,48.47,63.935,1.0,4.0,1.0,0.7041666666666666,0.2708333333333333,0.19444444444444442
wrong_false_all,The WIC program is an incredibly cost effective program serving nearly 10 million Americans each year and costing less than 100 per person In my district more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet,1.0,19-25 (0.50),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Liberal (3.00),Independent (1.50),Disagree (0.00),Agree (2.00),wrong value (0.50),wrong value (0.00),wrong value (0.00),5.5,DEM (2.00),2011.0,politifact (1.00),2.0,2.0,0.5,0.0,2.0,1.5,1.5,1.0,1.5,1.0,0.5,35.28,94.39,1.0,1.5,1.0,0.6339285714285714,0.34285714285714286,0.1311111111111111
wrong_false_all,Says I was the first governor in America to endorse Mitt Romney,1.0,26-35 (1.20),4 year college/bachelor degree (2.20),"30,000 to less than 40,000 (2.60)",Conservative (1.00),Democrat (1.00),No opinion either way (1.20),Agree (1.80),wrong value (0.00),wrong value (0.20),wrong value (0.00),5.6,REP (0.00),2012.0,politifact (1.00),2.0,0.8,0.4,0.0,0.4,1.0,0.6,1.0,0.6,1.0,0.6,67.76,92.112,2.2,2.0,1.0,0.3984920634920635,0.21904761904761902,0.4285714285714285
wrong_false_all,If a President Romney got a call from the president of the Mormon church he has no choice but to obey It is obedience over family and country,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Very liberal (4.00),Independent (2.00),No opinion either way (1.00),Agree (2.00),correct value (1.00),wrong value (0.00),correct value (1.00),6.0,REP (0.00),2011.0,politifact (1.00),2.0,-2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.98,70.35,1.0,1.0,1.0,0.9285714285714286,0.0,1.0
wrong_false_all,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,1.0,19-25 (0.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Liberal (3.00),Democrat (1.00),Agree (2.00),Agree (2.00),wrong value (0.00),correct value (1.00),correct value (1.00),10.0,Labor (3.00),2013.0,abc (0.00),2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,81.63,35.07,1.0,1.0,1.0,1.0,0.375,0.8888888888888888
wrong_false_all,The National Science Foundation spent 12 million paying seniors to play World of Warcraft to study the impact it had on their brain,1.0,26-35 (0.67),4 year college/bachelor degree (2.00),"20,000 to less than 30,000 (2.33)",Liberal (3.33),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.33),4.666666666666667,REP (0.00),2013.0,politifact (1.00),2.0,0.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,0.6666666666666666,1.0,1.0,65.05,142.32,1.0,1.6666666666666667,1.0,0.5963741051976347,0.25,0.6923076923076924
wrong_false_all,Tony Abbott says asylum seekers who come to Australia are attempting to break Australian law,1.0,26-35 (1.00),High school graduate or GED (etc.) (0.00),"100,000 to less than 150,000 (7.00)",Very liberal (4.00),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),8.0,Liberal (1.00),2014.0,abc (0.00),2.0,-1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,64.71,125.62,1.0,4.0,1.0,1.0,0.2857142857142857,0.4545454545454545
wrong_false_all,Tony Abbott says marriage or marriagelike relationships have always been between a man and a woman,1.0,36-50 (1.67),Some college (etc.) (1.33),"40,000 to less than 50,000 (4.33)",Liberal (3.33),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (0.67),wrong value (0.33),wrong value (0.33),6.333333333333333,Liberal (1.00),2013.0,abc (0.00),2.0,0.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,55.24,63.04999999999999,1.0,1.3333333333333333,1.0,0.7393939393939394,0.44047619047619047,0.5925925925925926
wrong_false_all,Tony Abbott says the carbon tax is partly to blame for the closure of Alcoas Point Henry aluminium smelter,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (6.00)",Liberal (3.00),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),9.0,Liberal (1.00),2014.0,abc (0.00),2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,69.11,96.38,1.0,5.0,1.0,1.0,0.1666666666666666,0.5384615384615384
