type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_index,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
correct_false_5,unit_8,1,26-35,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Moderate,Independent,Disagree,Agree,43.87,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,53.7,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,20.42,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,11.32,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,2.0,0.0,pants-on-fire,4.0,https://checkyourfact.com/2020/03/26/fact-check-covid-19-chinese-originated-viral-infectious-disease/,1.0,51.23
correct_false_5,unit_57,1,19-25,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Liberal,Democrat,Agree,Agree,19.9,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,67.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,72.45,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,50.56,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,4.0,https://www.merriam-webster.com/dictionary/nil,1.0,171.52
correct_false_5,unit_41,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Very conservative,Republican,Agree,Agree,67.13,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,90.9,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,51.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,98.8,pants-on-fire_doc10,Italy arrested a doctor for intentionally killing over 3000 coronavirus patients,Bloggers,2020-31-03,Blog Post,5.0,0.0,pants-on-fire,0.0,https://www.youtube.com/index,2.0,251.61
correct_false_5,unit_55,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,32.19,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.48,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.13,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,4.0,0.0,pants-on-fire,3.0,https://www.scripted.com/writing/what-is-a-facebook-post,1.0,69.61
correct_false_5,unit_7,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Independent,Agree,Agree,32.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,77.79,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,68.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,50.33,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,2.0,https://www.snopes.com/fact-check/does-covid-stand-for/,1.0,301.51
correct_false_5,unit_64,2,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,192.45,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,96.01,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,63.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,187.93,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,7.0,0.0,pants-on-fire,3.0,https://www.factcheck.org/2020/04/facebook-users-wrongly-tie-dog-vaccine-to-novel-coronavirus/,4.0,288.7
correct_false_5,unit_9,2,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Republican,Agree,Disagree,30.64,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,94.08,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.4,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,30.94,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,4.0,0.0,pants-on-fire,4.0,https://checkyourfact.com/2020/03/26/fact-check-covid-19-chinese-originated-viral-infectious-disease/,3.0,214.29
correct_false_5,unit_51,3,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Republican,Agree,Agree,20.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,7.77,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,1180.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.24,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,1.0,0.0,pants-on-fire,1.0,https://www.canva.com/templates/search/facebook-posts/,1.0,187.97
correct_false_5,unit_56,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Independent,No opinion either way,Agree,37.85,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,23.22,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,55.28,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,42.3,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,1.0,0.0,pants-on-fire,1.0,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/parents-really-being-separated-sick-17987065,1.0,150.28
correct_false_5,unit_67,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Very conservative,Democrat,Agree,Agree,25.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,14.45,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,8.06,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,8.65,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,3.0,0.0,pants-on-fire,3.0,https://en.wikipedia.org/wiki/Wikipedia:Copying_text_from_other_sources,1.0,65.56
correct_false_5,unit_2,1,19-25,Some college (etc.),"10,000 to less than 20,000",Very liberal,Democrat,Disagree,Agree,14.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,27.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,6.13,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,21.29,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,0.0,https://www.snopes.com/fact-check/does-covid-stand-for/,1.0,110.14
correct_false_5,unit_63,1,36-50,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Conservative,Independent,Agree,Agree,24.03,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,10.21,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.15,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,2.0,0.0,pants-on-fire,2.0,https://developers.facebook.com/docs/public_feed/,1.0,260.72
correct_true_5,unit_99,1,36-50,Some college (etc.),"Less than 10,000",Very liberal,Democrat,Disagree,Agree,53.88,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,34.35,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,15.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,12.93,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,1020.27
correct_true_5,unit_49,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Liberal,Independent,Agree,Agree,18.06,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.72,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,6.71,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.61,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,3.0,5.0,True,5.0,https://en.wikipedia.org/wiki/Yes_(band),1.0,122.51
correct_true_5,unit_91,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Republican,Agree,Agree,33.43,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,23.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.34,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,0.0,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-offers-free-internet-during-coronavirus-school-closure/ar-BB11dO0E,1.0,147.52
correct_true_5,unit_1,1,36-50,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,49.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,30.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.0,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,8.51,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,6.0,5.0,True,4.0,https://buffer.com/library/anatomy-of-a-perfect-facebook-post/,1.0,149.69
correct_true_5,unit_3,2,26-35,"Postgrad. or professional schooling, no degree","50,000 to less than 75,000",Conservative,Republican,Agree,Agree,28.11,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,23.08,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,9.68,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,13.72,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,2.0,5.0,True,5.0,https://www.usatoday.com/story/news/investigations/2020/04/02/us-exports-masks-ppe-china-surged-early-phase-coronavirus/5109747002/,1.0,243.23
correct_true_5,unit_28,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Democrat,Agree,Agree,25.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,5.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.36,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,3.93,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,1.0,5.0,True,5.0,https://www.universalclass.com/articles/writing/research-skills/how-to-use-internet-search-engines-for-research.htm,1.0,71.06
correct_true_5,unit_26,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,64.4,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,69.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,71.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,150.97,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,4.0,5.0,True,5.0,https://www.dailymail.co.uk/news/article-8183545/Shocking-picture-shows-New-York-train-packed-mask-wearing-passengers-despite-lockdown.html,1.0,147.14
correct_true_5,unit_29,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Very conservative,Republican,Agree,Agree,31.92,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.5,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,9.68,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,30.72,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,1.0,5.0,True,5.0,https://www.dailymail.co.uk/news/article-8183545/Shocking-picture-shows-New-York-train-packed-mask-wearing-passengers-despite-lockdown.html,1.0,39.59
correct_true_5,unit_44,3,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Independent,Agree,Agree,125.84,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.86,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.35,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.56,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,1.0,5.0,True,5.0,https://www.inquirer.com/politics/coronavirus-face-mask-toomey-cdc-true-false-20200404.html,1.0,74.85
correct_true_5,unit_83,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,46.4,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,174.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,87.65,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,253.25,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,1.0,5.0,True,4.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,1.0,689.97
correct_true_5,unit_42,1,26-35,Some college (etc.),"100,000 to less than 150,000",Very conservative,Republican,Agree,Disagree,20.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,20.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,40.44,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,33.07,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,2.0,5.0,True,3.0,https://www.theatlantic.com/health/archive/2020/04/dont-wear-mask-yourself/610336/,1.0,66.66
correct_true_5,unit_95,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,32.93,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,16.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,18.29,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,19.39,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,4.0,5.0,True,4.0,https://www.nwitimes.com/news/education/comcast-spectrum-offer-free-internet-for-60-days-to-assist-during-covid-19-pandemic/article_0cceb61a-d559-5136-8fc6-39631a69d049.html,1.0,259.75
correct_true_5,unit_81,3,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,17.42,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,9.14,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,6.0,5.0,True,3.0,https://vtdigger.org/2019/12/27/how-the-truth-o-meter-keeps-politicos-on-their-toes/,3.0,41.07
correct_true_5,unit_97,4,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,17.16,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.28,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,2.44,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,5.0,True,5.0,https://www.boomlive.in/fake-news/bharat-biotech-rubbishes-viral-message-claiming-vp-getting-covaxin-8747,4.0,34.07
correct_true_5,unit_4,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Moderate,Democrat,No opinion either way,Agree,32.57,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,111.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,112.85,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,130.01,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,2.0,5.0,True,3.0,https://www.washingtonpost.com/politics/2020/04/22/did-trump-ship-17-tons-american-masks-china/,1.0,211.18
correct_true_5,unit_92,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Republican,Agree,Agree,21.16,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,6.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,114.97,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,6.0,5.0,True,2.0,https://wikimili.com/en/The_dress,1.0,100.4
correct_true_5,unit_40,2,50-80,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Disagree,Agree,86.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,112.0,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,39.84,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,170.2,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,5.0,True,4.0,https://www.lehighvalleylive.com/coronavirus/2020/03/toomey-encourages-diy-masks-as-hands-free-sneeze-guard-to-prevent-coronavirus-spread.html,2.0,157.21
correct_true_5,unit_23,1,26-35,Some college (etc.),"10,000 to less than 20,000",Conservative,Democrat,Agree,Agree,40.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,46.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,34.6,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,4.0,5.0,True,5.0,https://marginalrevolution.com/marginalrevolution/2020/04/suppression-is-working-r-is-declining.html,1.0,136.61
correct_true_5,unit_47,1,50-80,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,60.81,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,139.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,84.2,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,1.0,5.0,True,4.0,https://www.inquirer.com/politics/coronavirus-face-mask-toomey-cdc-true-false-20200404.html,1.0,119.35
correct_true_5,unit_86,1,26-35,Some college (etc.),"20,000 to less than 30,000",Conservative,Republican,No opinion either way,Agree,43.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,157.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,133.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,115.55,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,0.0,5.0,True,5.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,1.0,2640.17
correct_true_5,unit_89,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Very liberal,Democrat,Disagree,Agree,14.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,17.86,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,12.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,29.35,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,0.0,5.0,True,5.0,https://ftw.usatoday.com/2020/03/coronavirus-testing-kits-utah-jazz-rudy-gobert-nba-season-postponed,1.0,245.26
correct_true_5,unit_46,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,94.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,49.76,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,78.63,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,84.08,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,5.0,True,4.0,https://www.forbes.com/sites/tarahaelle/2020/02/29/no-you-do-not-need-face-masks-for-coronavirus-they-might-increase-your-infection-risk/,1.0,74.09
correct_true_5,unit_87,3,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Independent,Agree,Agree,17.98,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,11.39,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,8.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,5.23,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,5.0,True,5.0,https://www.dailycamera.com/2020/06/05/guest-opinion-larry-mertes-new-title-ix-rules-provide-welcome-due-process-relief/,3.0,67.88
correct_true_5,unit_0,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Moderate,Independent,Disagree,Agree,20.86,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.97,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,18.68,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,1.0,5.0,True,5.0,https://www.snopes.com/fact-check/us-tons-ppe-china/,1.0,77.77
correct_true_5,unit_85,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Disagree,Agree,11.75,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,8.75,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,4.89,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,15.25,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,3.0,5.0,True,2.0,https://coronavirus.jhu.edu/testing/individual-states,1.0,113.53
correct_true_5,unit_94,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Republican,Disagree,Agree,40.1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,58.91,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,41.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,92.22,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,2.0,5.0,True,5.0,https://local12.com/news/nation-world/free-spectrum-internet-service-offered-to-students-during-school-closures-03-13-2020,1.0,514.15
correct_true_5,unit_90,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,22.21,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,22.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,10.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.08,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,6.0,5.0,True,4.0,https://corporate.charter.com/newsroom/charter-to-offer-free-access-to-spectrum-broadband-and-wifi-for-60-days-for-new-K12-and-college-student-households-and-more,1.0,71.66
correct_true_5,unit_88,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,48.48,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,11.54,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,8.99,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,18.14,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,4.0,5.0,True,4.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,1.0,49.21
