type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
correct_false_5,unit_91,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Disagree,146.08,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.27,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,2.62,7.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,3.0,https://www.musicbusinessworldwide.com/youtube-threatens-to-remove-music-content-in-denmark-over-songwriter-royalty-fallout/,1.0,21.98
correct_false_5,unit_5,1,26-35,"Postgrad. or professional schooling, no degree","75,000 to less than 100,000",Liberal,Democrat,No opinion either way,Agree,28.36,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,23.07,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,32.0,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,41.9,7.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.snopes.com/fact-check/does-covid-stand-for/,1.0,67.5
correct_false_5,unit_98,2,26-35,"Postgrad. or professional schooling, no degree","20,000 to less than 30,000",Very conservative,Republican,Agree,Agree,23.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.47,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,59.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.15,3.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,4.0,https://www.wikihow.com/Download-YouTube-Videos,1.0,73.1
correct_false_5,unit_39,6,19-25,4 year college/bachelor degree,"10,000 to less than 20,000",Liberal,Democrat,Agree,Agree,62.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,88.98,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,47.92,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,140.6,4.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,1.0,https://work.chron.com/write-justification-report-6504.html,6.0,229.44
correct_false_5,unit_63,1,36-50,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Liberal,Republican,Disagree,Agree,58.96,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,72.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,21.56,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,27.96,2.0,pants-on-fire_doc3,Saysthere is noâ COVID19 virus,Facebook User,2020-19-03,Facebook Post,0.0,pants-on-fire,2.0,https://www.theverge.com/2020/7/20/21331060/anti-mask-groups-facebook-misinformation,1.0,400.73
correct_false_5,unit_0,4,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,17.51,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,17.85,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,51.94,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,59.52,0.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.nytimes.com/2020/06/01/technology/facebook-employee-protest-trump.html,1.0,
correct_false_5,unit_33,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,20.9,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,4.7,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.39,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,0.0,https://www.wusa9.com/article/news/health/coronavirus/coronavirus-affecting-hair-care-industry-supply/65-f9291431-3c4d-4d1e-832e-aa58a3a8c63b,1.0,73.6
correct_false_5,unit_9,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,45.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,24.39,4.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.nfid.org/infectious-diseases/coronaviruses/,4.0,647.45
correct_false_5,unit_37,6,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,65.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,5.85,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.85,7.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,4.0,https://www.wionews.com/opinions-blogs/covid-19-virus-has-properties-that-have-never-been-found-in-nature-before-304229,6.0,66.44
correct_false_5,unit_35,1,36-50,4 year college/bachelor degree,"Less than 10,000",Moderate,Republican,Agree,Agree,19.15,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,176.91,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.55,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,11.05,2.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,3.0,https://www.merriam-webster.com/thesaurus/correct,1.0,25.95
correct_true_5,unit_81,1,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,54.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,42.67,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,21.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.83,6.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,3.0,https://ktla.com/news/coronavirus/second-utah-jazz-player-tests-positive-for-coronavirus/,1.0,77.3
correct_true_5,unit_4,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Liberal,Democrat,No opinion either way,Agree,38.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,132.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.52,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,32.35,2.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,4.0,https://247sports.com/college/texas-tech/board/102960/Contents/why-did-trump-send-18-tons-of-medical-equipment-to-china-145529702/,1.0,61.16
correct_true_5,unit_80,4,19-25,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Democrat,Agree,Agree,23.11,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,5.57,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.02,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.7,4.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://www.dummies.com/computers/operating-systems/windows-8/how-to-convert-handwriting-to-text-on-your-windows-8-tablet/,4.0,114.52
correct_true_5,unit_2,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,49.53,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,7.18,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.88,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.52,3.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,4.0,https://www.theregister.com/2020/02/04/fcc_location_data/,1.0,20.68
correct_true_5,unit_6,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Democrat,Agree,Disagree,17.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,16.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,22.76,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,90.11,4.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,4.0,https://www.snopes.com/fact-check/us-tons-ppe-china/,1.0,85.49
correct_true_5,unit_75,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Agree,Disagree,15.17,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.54,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.16,6.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,3.0,https://www.newsobserver.com/news/coronavirus/article244545857.html,3.0,79.42
correct_true_5,unit_95,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,43.69,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,26.63,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,31.76,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.29,4.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,69.49
correct_true_5,unit_71,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,37.34,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,27.06,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.05,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,72.13,2.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,3.0,https://www.linkedin.com/in/kellylalexander,1.0,111.65
correct_true_5,unit_76,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,195.03,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,12.6,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,16.55,0.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,4.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,1.0,69.12
correct_true_5,unit_96,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Republican,Agree,Agree,18.61,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,29.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.53,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,27.62,5.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.usatoday.com/story/news/factcheck/2020/07/22/fact-check-viral-photo-shows-obama-fauci-visiting-nih-lab-2014/5476106002/,1.0,20.7
correct_true_5,unit_1,1,19-25,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Democrat,Agree,Agree,21.6,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,6.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.03,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,7.84,6.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,4.0,https://www.snopes.com/fact-check/us-tons-ppe-china/,1.0,78.8
correct_true_5,unit_73,1,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,27.35,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,59.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.95,1.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,2.0,https://apnews.com/0f549c35ac50d6585d2f245dc6aea9b1,1.0,2721.09
correct_true_5,unit_40,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,20.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,34.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,17.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.99,5.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.usatoday.com/story/news/factcheck/2020/06/16/fact-check-cloth-masks-help-protect-others-contracting-covid-19/5333264002/,1.0,150.01
correct_true_5,unit_83,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Very conservative,Republican,Agree,Agree,28.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,86.37,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,36.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.6,1.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,2.0,https://www.dictionary.com/browse/completed,1.0,51.62
correct_true_5,unit_89,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Agree,73.1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,48.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,27.17,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,548.19,0.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,0.0,https://www.sciencedirect.com/science/article/pii/S2211883718300881,1.0,588.83
correct_true_5,unit_43,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Liberal,Democrat,Agree,Agree,31.12,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,99.83,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,69.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,98.01,6.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.inquirer.com/politics/coronavirus-face-mask-toomey-cdc-true-false-20200404.html,1.0,108.9
correct_true_5,unit_7,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Republican,Agree,Agree,17.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.0,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,27.06,1.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,3.0,https://algorithms.tutorialhorizon.com/text-justification-problem/,1.0,95.23
correct_true_5,unit_82,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,28.77,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,113.05,6.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://apnews.com/7adbd02d3930454f42adb11e8dcaa34b,1.0,91.67
correct_true_5,unit_84,3,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,19.71,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,2.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,2.55,2.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://www.nolo.com/legal-encyclopedia/criminal-trial-procedures-overview-29509.html,1.0,53.92
correct_true_5,unit_99,1,19-25,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,20.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,16.79,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,98.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,129.21,5.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.wyff4.com/article/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/31664071,1.0,862.98
correct_true_5,unit_78,3,36-50,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,No opinion either way,Agree,48.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,58.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,140.05,5.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,4.0,81.79
correct_true_5,unit_45,1,26-35,"Postgrad. or professional schooling, no degree","50,000 to less than 75,000",Very conservative,Democrat,Agree,No opinion either way,27.38,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.64,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,30.36,3.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,"https://en.wikipedia.org/wiki/File:Pat_Toomey,_Official_Portrait,_112th_Congress_(cropped).jpg",1.0,83.61
correct_true_5,unit_86,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,32.45,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.88,0.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,0.0,34.92
correct_true_5,unit_70,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,16.65,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.65,3.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,3.0,https://www.youtube.com/,1.0,43.0
correct_true_5,unit_8,5,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,18.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.74,0.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,4.0,https://www.msn.com/en-us/health/medical/trump-administration-sent-protective-medical-gear-to-china-while-he-was-minimizing-the-virus-threat-to-us/ar-BB11SSuo,1.0,
correct_true_5,unit_49,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Republican,Agree,Agree,349.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,32.77,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,134.81,3.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.inquirer.com/politics/coronavirus-face-mask-toomey-cdc-true-false-20200404.html,1.0,42.86
correct_true_5,unit_46,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Liberal,Republican,Agree,Agree,111.39,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,80.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,116.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,94.08,5.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.inquirer.com/politics/coronavirus-face-mask-toomey-cdc-true-false-20200404.html,2.0,127.22
correct_true_5,unit_92,1,36-50,Some college (etc.),"10,000 to less than 20,000",Conservative,Republican,Agree,Agree,87.96,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,48.28,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,22.78,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,285.23
correct_true_5,unit_85,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,41.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,34.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.35,3.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://ftw.usatoday.com/2020/03/coronavirus-testing-kits-utah-jazz-rudy-gobert-nba-season-postponed,1.0,59.37
correct_true_5,unit_90,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Independent,Agree,Agree,26.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,73.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,47.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,58.13,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://wikidiff.com/truthful/honest,1.0,75.55
correct_true_5,unit_93,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,30.26,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,12.3,4.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://www.likee.com/,1.0,27.43
